DM Sigma Time Sample Downfact
1.00 7.68 28.358 433104 20
1.00 7.46 28.419613 434045 20
1.00 11.17 28.450583 434518 14
1.00 9.18 28.573679 436398 20
1.00 5.22 28.604845 436874 9
1.00 5.25 28.634768 437331 14
1.00 9.06 28.725452 438716 20
1.00 7.59 28.756095 439184 14
1.00 8.26 28.786607 439650 14
1.00 8.01 28.816792 440111 14
1.00 6.63 28.847565 440581 9
1.00 6.28 28.939101 441979 30
1.00 6.96 28.969875 442449 14
1.00 5.66 29.000321 442914 9
1.00 5.42 29.030768 443379 6
1.00 6.84 29.061476 443848 14
1.00 7.20 29.091857 444312 14
1.00 10.95 29.123024 444788 20
1.00 10.96 29.153732 445257 20
1.00 6.02 29.184571 445728 14
1.00 7.65 29.276369 447130 14
1.00 6.70 29.307405 447604 30
1.00 5.48 29.338179 448074 30
1.00 6.58 29.368821 448542 14
1.00 7.41 29.430238 449480 14
1.00 6.41 29.46075 449946 14
1.00 8.76 29.490935 450407 20
1.00 7.62 29.521643 450876 20
1.00 5.42 29.55222 451343 6
1.00 6.00 29.613768 452283 20
1.00 6.46 29.644083 452746 14
1.00 9.56 29.675185 453221 30
1.00 10.09 29.705565 453685 20
1.00 6.78 29.735946 454149 14
1.00 5.93 29.766458 454615 9
1.00 7.68 29.826958 455539 20
1.00 11.39 29.857012 455998 20
1.00 5.03 29.918036 456930 9
1.00 5.08 29.97847 457853 20
1.00 6.07 30.00872 458315 20
1.00 10.23 30.039429 458784 20
1.00 6.01 30.040149 458795 20
1.00 8.82 30.069679 459246 14
1.00 11.34 30.10019 459712 14
1.00 5.99 30.19081 461096 20
1.00 14.02 30.221321 461562 14
1.00 6.27 30.25144 462022 14
1.00 6.80 30.281625 462483 20
1.00 10.10 30.341863 463403 14
1.00 7.89 30.372113 463865 20
1.00 8.75 30.402429 464328 20
1.00 9.57 30.432744 464791 20
1.00 6.48 30.463452 465260 14
1.00 7.15 30.52369 466180 14
1.00 5.42 30.524214 466188 14
1.00 5.75 30.556429 466680 100
1.00 8.48 30.584583 467110 20
1.00 6.31 30.614964 467574 14
1.00 6.49 30.675726 468502 20
1.00 5.51 30.705976 468964 45
1.00 6.60 30.735833 469420 14
1.00 12.25 30.766149 469883 14
1.00 5.90 30.826976 470812 9
1.00 5.07 30.887869 471742 20
1.00 9.98 30.949155 472678 20
1.00 8.27 31.010768 473619 14
1.00 6.13 31.041083 474082 14
1.00 6.26 31.072381 474560 45
1.00 7.59 31.132815 475483 14
1.00 7.07 31.19397 476417 14
1.00 6.93 31.224417 476882 14
1.00 7.74 31.255452 477356 20
1.00 7.02 31.286488 477830 20
1.00 11.53 31.317458 478303 20
1.00 5.62 31.348625 478779 14
1.00 5.41 31.357857 478920 100
1.00 6.26 31.379661 479253 9
1.00 9.33 31.405982 479655 150
1.00 6.54 31.548458 481831 100
1.00 9.75 31.593899 482525 70
1.00 7.05 31.596256 482561 70
1.00 5.21 31.626113 483017 9
1.00 6.08 31.649292 483371 70
1.00 8.89 31.688119 483964 14
1.00 6.13 31.750387 484915 45
1.00 6.20 31.78044 485374 14
1.00 6.05 31.810821 485838 14
1.00 5.20 31.852399 486473 70
1.00 8.97 31.872173 486775 20
1.00 9.71 31.902619 487240 20
1.00 5.14 31.903339 487251 20
1.00 5.71 31.932738 487700 30
1.00 6.51 31.955655 488050 150
1.00 6.50 32.002536 488766 100
1.00 11.11 32.056357 489588 20
1.00 9.53 32.087 490056 14
1.00 5.95 32.087524 490064 14
1.00 6.24 32.117774 490526 6
1.00 7.52 32.142262 490900 100
1.00 5.81 32.190911 491643 9
1.00 7.34 32.209113 491921 14
1.00 11.08 32.240607 492402 70
1.00 5.02 32.300387 493315 9
1.00 6.02 32.391792 494711 20
1.00 8.97 32.421976 495172 14
1.00 5.06 32.525101 496747 100
1.00 6.77 32.572899 497477 14
1.00 8.63 32.663321 498858 14
1.00 6.08 32.693179 499314 9
1.00 5.17 32.723494 499777 14
1.00 6.30 32.753679 500238 4
1.00 5.15 32.783994 500701 20
1.00 6.75 32.842333 501592 70
1.00 8.74 32.964774 503462 20
1.00 6.65 32.995024 503924 14
1.00 6.00 33.025339 504387 14
1.00 9.42 33.14503 506215 20
1.00 6.31 33.175018 506673 9
1.00 7.99 33.204875 507129 9
1.00 6.77 33.234994 507589 14
1.00 5.03 33.264982 508047 14
1.00 5.76 33.294577 508499 9
1.00 9.72 33.324893 508962 14
1.00 9.91 33.385589 509889 9
1.00 5.31 33.507048 511744 45
1.00 6.54 33.535923 512185 20
1.00 5.96 33.594327 513077 70
1.00 8.26 33.626149 513563 20
1.00 6.93 33.716637 514945 20
1.00 6.66 33.777268 515871 14
1.00 6.00 33.80719 516328 20
1.00 9.41 33.868345 517262 14
1.00 6.14 33.898137 517717 9
1.00 8.01 33.928583 518182 14
1.00 5.24 33.960012 518662 45
1.00 7.53 34.049714 520032 9
1.00 7.14 34.080095 520496 9
1.00 6.87 34.171696 521895 20
1.00 10.05 34.232262 522820 20
1.00 6.67 34.262643 523284 9
1.00 7.92 34.29322 523751 20
1.00 6.38 34.38397 525137 14
1.00 6.71 34.41206 525566 100
1.00 11.71 34.475375 526533 14
1.00 5.35 34.594869 528358 70
1.00 6.37 34.626821 528846 30
1.00 6.94 34.717899 530237 20
1.00 6.56 34.748542 530705 9
1.00 9.30 34.778923 531169 20
1.00 7.81 34.809565 531637 14
1.00 5.06 34.931548 533500 14
1.00 8.61 34.993357 534444 20
1.00 5.24 35.023935 534911 9
1.00 6.35 35.116649 536327 14
1.00 5.88 35.14775 536802 14
1.00 5.07 35.178196 537267 30
1.00 7.70 35.209232 537741 30
1.00 9.08 35.300768 539139 20
1.00 6.82 35.362774 540086 14
1.00 8.52 35.393482 540555 14
1.00 5.26 35.394006 540563 14
1.00 5.58 35.486917 541982 14
1.00 6.69 35.517887 542455 14
1.00 6.26 35.548792 542927 20
1.00 5.09 35.579827 543401 6
1.00 5.69 35.671952 544808 14
1.00 5.82 35.702661 545277 14
1.00 7.35 35.733304 545745 9
1.00 5.06 35.76447 546221 9
1.00 6.90 35.826083 547162 20
1.00 5.62 35.856923 547633 20
1.00 6.32 35.888024 548108 6
1.00 8.34 35.918798 548578 14
1.00 10.35 35.949506 549047 14
1.00 6.27 35.980345 549518 14
1.00 10.65 36.072339 550923 14
1.00 6.93 36.194321 552786 20
1.00 5.68 36.22503 553255 14
1.00 6.88 36.255542 553721 20
1.00 9.82 36.43953 556531 20
1.00 6.19 36.470042 556997 9
1.00 9.73 36.500619 557464 20
1.00 6.18 36.563345 558422 45
1.00 5.59 36.596149 558923 100
1.00 10.57 36.623714 559344 20
1.00 7.67 36.643881 559652 100
1.00 5.45 36.654226 559810 14
1.00 7.49 36.688929 560340 150
1.00 8.91 36.71597 560753 14
1.00 8.33 36.806982 562143 20
1.00 8.36 36.837232 562605 14
1.00 6.06 36.881821 563286 20
1.00 5.65 36.934726 564094 100
1.00 6.62 36.988613 564917 70
1.00 5.17 37.012185 565277 30
1.00 6.26 37.020958 565411 14
1.00 5.28 37.081917 566342 14
1.00 5.81 37.08794 566434 70
1.00 7.36 37.14019 567232 100
1.00 5.34 37.191655 568018 150
1.00 5.58 37.235851 568693 30
1.00 5.73 37.294321 569586 20
1.00 6.05 37.332887 570175 100
1.00 5.56 37.354363 570503 14
1.00 7.30 37.381143 570912 150
1.00 7.30 37.415256 571433 6
1.00 7.07 37.427042 571613 70
1.00 7.26 37.474643 572340 100
1.00 6.09 37.506202 572822 14
1.00 11.21 37.537107 573294 20
1.00 5.03 37.56775 573762 14
1.00 6.00 37.720506 576095 20
1.00 6.14 37.78153 577027 14
1.00 5.84 37.811714 577488 70
1.00 8.32 37.843012 577966 20
1.00 7.92 37.873196 578427 30
1.00 10.91 37.965452 579836 14
1.00 7.47 37.996095 580304 14
1.00 5.66 38.027 580776 14
1.00 9.62 38.118798 582178 14
1.00 5.75 38.149375 582645 6
1.00 7.42 38.179887 583111 6
1.00 6.75 38.3625 585900 20
1.00 5.78 38.423065 586825 14
1.00 9.10 38.453577 587291 14
1.00 5.75 38.454101 587299 14
1.00 8.22 38.514929 588228 9
1.00 9.82 38.54531 588692 9
1.00 5.65 38.575625 589155 6
1.00 5.72 38.605875 589617 20
1.00 8.20 38.636518 590085 14
1.00 5.10 38.661792 590471 30
1.00 9.91 38.697149 591011 9
1.00 5.60 38.75778 591937 20
1.00 7.80 38.787768 592395 20
1.00 9.37 38.818476 592864 20
1.00 5.27 38.830131 593042 100
1.00 5.69 38.849054 593331 9
1.00 8.88 38.879762 593800 20
1.00 5.56 38.940851 594733 9
1.00 8.43 38.971363 595199 14
1.00 9.15 39.002006 595667 14
1.00 7.06 39.062964 596598 45
1.00 7.22 39.154893 598002 14
1.00 8.70 39.248065 599425 20
1.00 7.57 39.279298 599902 14
1.00 6.10 39.311185 600389 150
1.00 8.35 39.372405 601324 20
1.00 5.05 39.373125 601335 20
1.00 7.02 39.403702 601802 9
1.00 10.34 39.434673 602275 9
1.00 5.67 39.435 602280 9
1.00 8.76 39.526732 603681 20
1.00 6.85 39.557702 604154 14
1.00 7.78 39.588083 604618 14
1.00 7.82 39.649435 605555 20
1.00 8.99 39.67975 606018 14
1.00 5.34 39.832702 608354 6
1.00 5.09 39.846452 608564 30
1.00 8.12 39.984607 610674 9
1.00 5.40 40.014661 611133 9
1.00 5.50 40.044911 611595 20
1.00 6.05 40.106655 612538 20
1.00 6.92 40.13697 613001 20
1.00 7.52 40.167875 613473 20
1.00 6.46 40.198452 613940 20
1.00 7.31 40.228702 614402 20
1.00 6.93 40.289595 615332 14
1.00 7.97 40.350554 616263 14
1.00 5.15 40.380673 616723 14
1.00 5.88 40.472143 618120 14
1.00 6.68 40.50272 618587 9
1.00 6.65 40.564071 619524 14
1.00 5.75 40.655214 620916 14
1.00 6.13 40.715976 621844 20
1.00 6.94 40.746357 622308 9
1.00 6.00 40.897738 624620 20
1.00 11.52 41.019262 626476 20
1.00 10.20 41.049381 626936 14
1.00 6.66 41.200696 629247 9
1.00 7.67 41.231077 629711 14
1.00 5.49 41.261655 630178 30
1.00 7.62 41.412577 632483 14
1.00 7.87 41.443089 632949 14
1.00 5.17 41.533643 634332 30
1.00 11.65 41.563827 634793 20
1.00 6.59 41.624589 635721 20
1.00 7.56 41.63022 635807 70
1.00 5.60 41.655363 636191 20
1.00 10.63 41.677952 636536 100
1.00 5.63 41.68175 636594 100
1.00 5.14 41.724964 637254 100
1.00 5.03 41.747226 637594 45
1.00 7.90 41.773482 637995 150
1.00 5.46 41.81794 638674 70
1.00 10.53 41.869274 639458 20
1.00 9.10 41.914649 640151 100
1.00 7.99 41.963625 640899 100
1.00 6.56 41.967161 640953 100
1.00 5.77 41.994071 641364 70
1.00 5.99 42.022292 641795 14
1.00 6.15 42.07022 642527 100
1.00 5.52 42.117429 643248 150
1.00 6.58 42.172167 644084 100
1.00 6.56 42.224613 644885 150
1.00 9.30 42.235875 645057 20
1.00 5.34 42.296899 645989 14
1.00 7.96 42.327018 646449 14
1.00 6.00 42.327542 646457 14
1.00 6.16 42.388369 647386 9
1.00 6.31 42.41469 647788 150
1.00 6.77 42.46131 648500 100
1.00 10.85 42.479381 648776 20
1.00 7.15 42.480101 648787 20
1.00 7.26 42.509107 649230 150
1.00 6.70 42.557167 649964 100
1.00 5.30 42.680982 651855 70
1.00 6.88 42.692964 652038 20
1.00 7.15 42.723738 652508 14
1.00 6.93 42.754054 652971 14
1.00 6.03 42.998673 656707 30
1.00 5.40 43.029839 657183 45
1.00 6.46 43.11306 658454 70
1.00 6.56 43.15156 659042 20
1.00 12.05 43.213762 659992 20
1.00 8.99 43.244667 660464 20
1.00 7.22 43.39906 662822 14
1.00 5.94 43.460673 663763 14
1.00 5.07 43.490988 664226 20
1.00 5.45 43.497012 664318 45
1.00 7.39 43.551881 665156 20
1.00 5.40 43.613232 666093 20
1.00 5.38 43.629732 666345 70
1.00 9.16 43.67419 667024 9
1.00 6.35 43.735083 667954 20
1.00 6.98 43.796565 668893 14
1.00 10.36 43.827208 669361 20
1.00 5.87 43.827929 669372 20
1.00 7.83 43.91881 670760 20
1.00 9.43 43.949911 671235 20
1.00 7.66 43.980095 671696 14
1.00 6.04 44.010542 672161 9
1.00 5.71 44.101946 673557 9
1.00 8.63 44.132589 674025 14
1.00 6.88 44.163101 674491 30
1.00 6.13 44.194006 674963 20
1.00 7.46 44.255881 675908 20
1.00 6.38 44.286327 676373 9
1.00 9.81 44.317167 676844 14
1.00 10.40 44.347679 677310 20
1.00 6.43 44.408833 678244 14
1.00 5.57 44.563357 680604 30
1.00 5.67 44.654631 681998 20
1.00 9.35 44.685601 682471 20
1.00 5.61 44.715917 682934 9
1.00 5.71 44.746625 683403 9
1.00 5.33 44.838946 684813 6
1.00 8.15 44.90056 685754 9
1.00 9.31 44.992095 687152 9
1.00 5.82 45.022476 687616 20
1.00 10.39 45.052923 688081 20
1.00 5.47 45.053643 688092 20
1.00 6.84 45.083238 688544 20
1.00 6.89 45.113423 689005 20
1.00 8.60 45.174054 689931 14
1.00 6.26 45.2045 690396 14
1.00 10.00 45.234946 690861 20
1.00 5.33 45.296036 691794 14
1.00 5.01 45.326351 692257 9
1.00 9.40 45.416774 693638 20
1.00 8.19 45.447089 694101 14
1.00 5.00 45.477339 694563 14
1.00 8.02 45.50772 695027 9
1.00 5.02 45.537643 695484 30
1.00 7.40 45.659101 697339 14
1.00 6.39 45.689548 697804 14
1.00 8.19 45.749917 698726 20
1.00 5.75 45.810679 699654 20
1.00 5.75 45.840667 700112 9
1.00 6.11 45.870917 700574 6
1.00 6.38 45.901298 701038 14
1.00 8.50 45.961863 701963 20
1.00 6.93 45.992048 702424 9
1.00 7.42 46.022429 702888 14
1.00 5.54 46.06381 703520 45
1.00 5.05 46.112524 704264 9
1.00 10.62 46.143429 704736 14
1.00 5.73 46.173548 705196 20
1.00 5.28 46.203994 705661 9
1.00 8.46 46.294286 707040 14
1.00 6.12 46.29481 707048 14
1.00 11.65 46.324994 707509 20
1.00 6.30 46.325714 707520 20
1.00 5.54 46.354982 707967 14
1.00 7.17 46.385101 708427 14
1.00 12.01 46.506101 710275 14
1.00 5.76 46.536155 710734 14
1.00 7.66 46.566536 711198 14
1.00 6.84 46.595214 711636 100
1.00 9.79 46.6565 712572 14
1.00 5.38 46.657024 712580 14
1.00 11.47 46.686815 713035 20
1.00 9.69 46.777107 714414 14
1.00 5.63 46.777631 714422 14
1.00 10.56 46.867661 715797 20
1.00 8.15 46.914476 716512 100
1.00 5.33 46.927964 716718 20
1.00 7.46 46.962274 717242 150
1.00 6.45 47.00981 717968 100
1.00 5.88 47.017994 718093 20
1.00 6.89 47.056625 718683 100
1.00 6.53 47.078494 719017 14
1.00 8.15 47.108875 719481 20
1.00 5.46 47.203226 720922 150
1.00 9.10 47.229548 721324 20
1.00 7.68 47.256589 721737 100
1.00 6.92 47.320363 722711 14
1.00 6.06 47.356113 723257 100
1.00 7.70 47.380798 723634 20
1.00 5.23 47.381518 723645 20
1.00 7.93 47.411637 724105 20
1.00 8.26 47.441952 724568 20
1.00 5.11 47.442673 724579 20
1.00 5.42 47.460155 724846 70
1.00 7.26 47.472726 725038 14
1.00 5.56 47.510833 725620 150
1.00 5.57 47.534012 725974 6
1.00 8.94 47.564589 726441 14
1.00 11.34 47.595429 726912 20
1.00 7.43 47.626071 727380 20
1.00 5.98 47.648071 727716 45
1.00 9.04 47.657173 727855 14
1.00 6.66 47.688274 728330 20
1.00 7.92 47.695869 728446 70
1.00 6.77 47.718917 728798 9
1.00 7.94 47.745238 729200 150
1.00 7.12 47.780923 729745 14
1.00 8.41 47.811631 730214 14
1.00 6.38 47.903952 731624 9
1.00 9.71 47.9655 732564 14
1.00 6.91 47.996143 733032 14
1.00 6.92 48.088071 734436 14
1.00 10.65 48.149488 735374 20
1.00 6.88 48.179935 735839 20
1.00 6.59 48.211101 736315 14
1.00 6.72 48.24181 736784 14
1.00 5.25 48.334065 738193 30
1.00 8.59 48.365036 738666 20
1.00 6.97 48.395613 739133 9
1.00 5.41 48.486952 740528 14
1.00 6.16 48.517923 741001 14
1.00 8.92 48.548369 741466 14
1.00 7.09 48.610179 742410 14
1.00 6.71 48.640821 742878 14
1.00 5.70 48.671595 743348 6
1.00 6.31 48.702042 743813 9
1.00 8.56 48.732946 744285 20
1.00 10.68 48.763393 744750 14
1.00 7.43 48.796458 745255 100
1.00 7.75 48.915363 747071 20
1.00 7.12 48.945875 747537 14
1.00 7.92 49.006964 748470 14
1.00 5.03 49.037149 748931 20
1.00 11.02 49.067726 749398 20
1.00 5.10 49.099482 749883 70
1.00 9.14 49.128488 750326 14
1.00 6.48 49.158673 750787 6
1.00 6.82 49.188661 751245 14
1.00 9.54 49.249161 752169 20
1.00 8.61 49.279738 752636 14
1.00 6.50 49.31025 753102 14
1.00 6.57 49.340762 753568 14
1.00 6.64 49.370685 754025 14
1.00 7.04 49.401196 754491 14
1.00 10.24 49.431708 754957 20
1.00 7.71 49.462155 755422 4
1.00 6.84 49.522851 756349 20
1.00 5.56 49.523571 756360 20
1.00 7.89 49.553821 756822 14
1.00 7.12 49.645357 758220 14
1.00 5.65 49.706643 759156 20
1.00 6.93 49.767798 760090 14
1.00 11.02 49.79844 760558 20
1.00 6.71 49.799161 760569 20
1.00 6.04 49.829149 761027 9
1.00 8.77 49.859988 761498 14
1.00 5.48 49.921274 762434 20
1.00 8.78 49.951851 762901 14
1.00 9.56 49.983083 763378 20
1.00 7.02 50.014054 763851 20
1.00 6.77 50.044631 764318 9
1.00 6.23 50.075667 764792 14
1.00 8.84 50.137214 765732 20
1.00 8.18 50.168054 766203 20
1.00 8.40 50.198696 766671 20
1.00 10.50 50.229339 767139 14
1.00 5.06 50.321202 768542 14
1.00 9.91 50.351583 769006 20
1.00 6.77 50.382226 769474 20
1.00 7.18 50.412804 769941 14
1.00 6.45 50.443446 770409 14
1.00 6.45 50.565625 772275 20
1.00 8.33 50.596399 772745 14
1.00 5.93 50.626845 773210 20
1.00 7.95 50.717333 774592 20
1.00 7.02 50.808149 775979 9
1.00 5.54 50.868387 776899 14
1.00 11.48 50.898506 777359 20
1.00 6.02 50.928756 777821 14
1.00 6.01 51.018655 779194 20
1.00 8.88 51.049363 779663 20
1.00 10.43 51.07981 780128 14
1.00 7.92 51.110256 780593 14
1.00 9.78 51.262095 782912 20
1.00 8.54 51.292476 783376 14
1.00 5.60 51.414786 785244 45
1.00 11.35 51.444446 785697 14
1.00 8.39 51.474893 786162 20
1.00 10.48 51.505208 786625 14
1.00 7.48 51.53572 787091 14
1.00 11.54 51.565839 787551 20
1.00 8.78 51.626863 788483 14
1.00 6.56 51.657048 788944 14
1.00 5.01 51.707857 789720 45
1.00 6.59 51.718202 789878 9
1.00 9.57 51.750613 790373 100
1.00 5.15 51.753952 790424 100
1.00 7.15 51.778571 790800 14
1.00 8.83 51.808625 791259 14
1.00 6.45 51.839137 791725 14
1.00 6.91 51.847452 791852 100
1.00 9.39 51.869649 792191 14
1.00 8.83 51.895643 792588 150
1.00 5.42 51.901208 792673 70
1.00 6.51 51.93028 793117 14
1.00 5.67 51.940036 793266 100
1.00 8.11 51.959482 793563 45
1.00 5.63 51.960988 793586 45
1.00 11.87 51.990583 794038 20
1.00 6.81 51.991304 794049 20
1.00 5.59 52.020964 794502 14
1.00 6.30 52.051149 794963 14
1.00 5.72 52.096 795648 100
1.00 8.30 52.145696 796407 150
1.00 9.16 52.172018 796809 14
1.00 8.08 52.197488 797198 150
1.00 5.99 52.23278 797737 14
1.00 6.70 52.247643 797964 150
1.00 8.39 52.298256 798737 100
1.00 5.90 52.323464 799122 14
1.00 10.67 52.353911 799587 20
1.00 7.22 52.384161 800049 14
1.00 6.86 52.44453 800971 14
1.00 5.92 52.486827 801617 150
1.00 9.70 52.534625 802347 70
1.00 6.99 52.537048 802384 70
1.00 6.00 52.565988 802826 14
1.00 5.28 52.583208 803089 100
1.00 6.71 52.626357 803748 14
1.00 10.42 52.656673 804211 20
1.00 5.24 52.686792 804671 20
1.00 6.61 52.74775 805602 9
1.00 6.15 52.839155 806998 9
1.00 7.10 52.869274 807458 30
1.00 8.79 52.900244 807931 14
1.00 6.25 52.930494 808393 20
1.00 11.17 52.96081 808856 9
1.00 5.70 52.96153 808867 20
1.00 5.52 52.99119 809320 9
1.00 6.05 53.051298 810238 45
1.00 9.37 53.082268 810711 14
1.00 5.77 53.142964 811638 9
1.00 8.32 53.173149 812099 9
1.00 8.38 53.233976 813028 14
1.00 6.27 53.264554 813495 14
1.00 11.56 53.294935 813959 14
1.00 5.92 53.355893 814890 20
1.00 7.22 53.416589 815817 14
1.00 7.37 53.447101 816283 14
1.00 6.86 53.477613 816749 9
1.00 7.62 53.508256 817217 14
1.00 5.74 53.567381 818120 70
1.00 7.71 53.599137 818605 20
1.00 8.79 53.660226 819538 20
1.00 6.83 53.721643 820476 14
1.00 5.54 53.782863 821411 9
1.00 8.62 53.813768 821883 14
1.00 7.86 53.844607 822354 20
1.00 9.21 53.875315 822823 14
1.00 5.06 53.905762 823288 9
1.00 8.19 53.936274 823754 14
1.00 7.15 53.966524 824216 14
1.00 12.52 53.997298 824686 20
1.00 5.47 53.998018 824697 20
1.00 7.13 54.028137 825157 14
1.00 5.65 54.058387 825619 20
1.00 6.97 54.08903 826087 9
1.00 7.22 54.118363 826535 45
1.00 6.92 54.149726 827014 6
1.00 11.27 54.180173 827479 9
1.00 6.20 54.241065 828409 14
1.00 5.34 54.301631 829334 9
1.00 5.81 54.362589 830265 14
1.00 5.54 54.513774 832574 20
1.00 10.76 54.544286 833040 14
1.00 7.35 54.604982 833967 14
1.00 8.57 54.635494 834433 20
1.00 8.17 54.695798 835354 14
1.00 6.97 54.75597 836273 20
1.00 6.39 54.816274 837194 20
1.00 5.72 54.876774 838118 20
1.00 6.51 54.907089 838581 14
1.00 9.19 54.937208 839041 14
1.00 6.37 54.967327 839501 14
1.00 6.62 54.997054 839955 14
1.00 9.51 55.027369 840418 9
1.00 7.86 55.057095 840872 20
1.00 7.38 55.117071 841788 20
1.00 10.67 55.146732 842241 14
1.00 6.66 55.206119 843148 6
1.00 6.00 55.236631 843614 30
1.00 10.29 55.266554 844071 20
1.00 5.01 55.267274 844082 20
1.00 11.16 55.296673 844531 14
1.00 6.09 55.326923 844993 20
1.00 9.93 55.448577 846851 14
1.00 6.77 55.478958 847315 20
1.00 8.43 55.630339 849627 9
1.00 5.56 55.660851 850093 14
1.00 9.25 55.753238 851504 20
1.00 5.69 55.784274 851978 14
1.00 6.11 55.815179 852450 6
1.00 7.67 55.846476 852928 14
1.00 8.34 55.877577 853403 14
1.00 12.08 56.002048 855304 14
1.00 7.58 56.002571 855312 14
1.00 6.78 56.03328 855781 20
1.00 5.23 56.158339 857691 20
1.00 11.40 56.189244 858163 14
1.00 8.28 56.252298 859126 30
1.00 8.16 56.282679 859590 14
1.00 7.23 56.313387 860059 9
1.00 5.88 56.375131 861002 20
1.00 10.09 56.405577 861467 30
1.00 5.27 56.469089 862437 100
1.00 6.26 56.588518 864261 14
1.00 7.98 56.618899 864725 14
1.00 9.78 56.740226 866578 14
1.00 6.62 56.770345 867038 20
1.00 6.48 56.890952 868880 45
1.00 6.99 56.922577 869363 14
1.00 10.35 56.938357 869604 100
1.00 5.82 56.953417 869834 20
1.00 10.68 56.983929 870300 20
1.00 5.31 56.984649 870311 20
1.00 5.41 57.033952 871064 100
1.00 6.40 57.079262 871756 150
1.00 5.19 57.084435 871835 150
1.00 10.68 57.105321 872154 20
1.00 7.37 57.106042 872165 20
1.00 5.32 57.125619 872464 150
1.00 6.46 57.172893 873186 100
1.00 7.77 57.225601 873991 70
1.00 10.12 57.287214 874932 20
1.00 5.49 57.287935 874943 20
1.00 6.64 57.317988 875402 20
1.00 6.58 57.327744 875551 100
1.00 6.38 57.348435 875867 14
1.00 10.79 57.379012 876334 14
1.00 5.40 57.40003 876655 150
1.00 7.15 57.470089 877725 20
1.00 6.45 57.480696 877887 100
1.00 5.90 57.500208 878185 20
1.00 11.74 57.530458 878647 14
1.00 5.97 57.577863 879371 100
1.00 5.96 57.652571 880512 14
1.00 7.80 57.67169 880804 100
1.00 6.81 57.719685 881537 70
1.00 7.45 57.768071 882276 100
1.00 6.79 57.838524 883352 30
1.00 9.43 57.869821 883830 20
1.00 6.43 57.870607 883842 20
1.00 7.95 57.901119 884308 20
1.00 6.69 57.96319 885256 14
1.00 10.41 58.025327 886205 20
1.00 6.80 58.056429 886680 14
1.00 6.57 58.087202 887150 14
1.00 6.34 58.118107 887622 9
1.00 6.02 58.148815 888091 14
1.00 5.77 58.179131 888554 9
1.00 7.69 58.209643 889020 14
1.00 5.54 58.240482 889491 14
1.00 5.00 58.270994 889957 14
1.00 7.50 58.332476 890896 20
1.00 8.57 58.362988 891362 20
1.00 5.52 58.363708 891373 20
1.00 8.90 58.393958 891835 20
1.00 5.93 58.456423 892789 30
1.00 5.87 58.486935 893255 9
1.00 5.60 58.519345 893750 100
1.00 10.47 58.578863 894659 20
1.00 8.60 58.60944 895126 14
1.00 9.47 58.639952 895592 9
1.00 7.39 58.670661 896061 30
1.00 6.26 58.700583 896518 20
1.00 9.30 58.791988 897914 20
1.00 7.26 58.822631 898382 20
1.00 6.84 58.85275 898842 14
1.00 7.10 58.882869 899302 14
1.00 7.32 58.912923 899761 20
1.00 10.72 58.9435 900228 20
1.00 5.72 58.974012 900694 20
1.00 7.87 59.004262 901156 14
1.00 9.33 59.125655 903010 20
1.00 7.53 59.155839 903471 14
1.00 7.26 59.188577 903971 100
1.00 9.05 59.216601 904399 14
1.00 5.26 59.30794 905794 6
1.00 5.16 59.36903 906727 6
1.00 7.98 59.399542 907193 20
1.00 8.32 59.460107 908118 20
1.00 10.80 59.490881 908588 20
1.00 6.94 59.521327 909053 20
1.00 5.00 59.522048 909064 20
1.00 8.12 59.582613 909989 9
1.00 7.84 59.704661 911853 20
1.00 8.25 59.735173 912319 20
1.00 5.37 59.765619 912784 9
1.00 10.33 59.856631 914174 20
1.00 6.99 59.887077 914639 20
1.00 5.79 59.977435 916019 9
1.00 11.11 60.037738 916940 20
1.00 6.20 60.056333 917224 45
1.00 8.88 60.098173 917863 14
1.00 9.64 60.158214 918780 14
1.00 9.50 60.188399 919241 20
1.00 6.02 60.189119 919252 20
1.00 10.20 60.218845 919706 20
1.00 7.30 60.249226 920170 14
1.00 6.24 60.340173 921559 14
1.00 6.79 60.401131 922490 14
1.00 8.08 60.431315 922951 14
1.00 8.53 60.461565 923413 14
